Sourcerecord ID,Source Title,ISSN,EISSN,Active or Inactive,Coverage,Titles Discontinued by Scopus Due to Quality Issues,Article Language in Source (Three-Letter ISO Language Codes),Medline-sourced Title? (See additional details under separate tab.),Open Access Status,Articles in Press Included?,Added to List Jul. 2025,Source Type,Title History Indication,Related Title 1,Other Related Title 2,Other Related Title 3,Other Related Title 4,Publisher,Publisher Imprints Grouped to Main Publisher,All Science Journal Classification Codes (ASJC),"Top level:

Life Sciences","Top level:

Social Sciences","Top level:

Physical Sciences","Top level:

Health Sciences","1000 
General","1100
Agricultural and Biological Sciences","1200
Arts and Humanities","1300
Biochemistry, Genetics and Molecular Biology","1400
Business, Management and Accounting","1500
Chemical Engineering","1600
Chemistry","1700
Computer Science","1800
Decision Sciences","1900
Earth and Planetary Sciences","2000
Economics, Econometrics and Finance","2100
Energy","2200
Engineering","2300
Environmental Science","2400
Immunology and Microbiology","2500
Materials Science","2600
Mathematics","2700
Medicine","2800
Neuroscience","2900
Nursing","3000
Pharmacology, Toxicology and Pharmaceutics","3100
Physics and Astronomy","3200
Psychology","3300
Social Sciences","3400
Veterinary","3500
Dentistry","3600
Health Professions"
21101115710,Strenae,,21099081,Active,2019-2024,,ENG; FRE,,Unpaywall Open Access,,,Journal,,,,,,French Association for Research on Children's Books and Cultural Objects (AFRELOCE),French Association for Research on Children's Books and Cultural Objects (AFRELOCE),1208; 1201; 1213,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
17968,Strength of Materials,00392316,15739325,Active,1969-2025,,ENG,,,Articles in Press,,Journal,,,,,,Springer New York,Springer Nature,2211,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
14574,"Strength, Fracture and Complexity",15672069,,Active,2009-2024; 2003-2007,,ENG,,,,,Journal,,,,,,SAGE Publications Ltd,SAGE,3104; 2211; 2210,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,Physics and Astronomy ,,,,,
19560,Stress,10253890,16078888,Active,1996-2025,,ENG,Medline,Unpaywall Open Access,,,Journal,,,,,,Taylor and Francis Ltd.,Taylor & Francis,2738; 1314; 2807; 2802; 3206,Life Sciences,Social Sciences,,Health Sciences,,,,"Biochemistry, Genetics and Molecular Biology ",,,,,,,,,,,,,,Medicine ,Neuroscience ,,,,Psychology ,,,,
19885,Stress and Health,15322998,15323005,Active,2001-2025,,ENG,Medline,,Articles in Press,,Journal,Formerly known as,Stress Medicine,,,,John Wiley & Sons Inc.,John Wiley & Sons,2738; 3202; 3203,,Social Sciences,,Health Sciences,,,,,,,,,,,,,,,,,,Medicine ,,,,,Psychology ,,,,
21101121512,Strides in Development of Medical Education Journal,26453525,26453452,Active,2019-2025,,ENG; PER,,Unpaywall Open Access,,,Journal,,,,,,Kerman University of Medical Sciences,Kerman University of Medical Sciences,3304; 3306,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100925824,String Research Journal,19484992,21640661,Active,2018-2025; 2010-2016,,ENG,,,Articles in Press,,Journal,,,,,,SAGE Publications Ltd,SAGE,1210; 1202; 3304,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
22059,Strojnicky Casopis,00392472,24505471,Active,2016-2025; 1973-1991,,ENG,,Unpaywall Open Access,,,Journal,,,,,,Slovak University of Technology in Bratislava,Slovak University of Technology in Bratislava,2210,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
22060,Strojniski Vestnik/Journal of Mechanical Engineering,00392480,,Active,1996-2025; 1974-1994,,ENG; SLV,,,,,Journal,,,,,,Assoc. of Mechanical Eng. and Technicians of Slovenia,Assoc. of Mechanical Eng. and Technicians of Slovenia,2211; 2210,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
18661,Structural and Multidisciplinary Optimization,1615147X,16151488,Active,2000-2025,,ENG,,,,,Journal,Formerly known as,Structural Optimization,,,,Springer Verlag,Springer Nature,2606; 1704; 1706; 2207; 1712,,,Physical Sciences,,,,,,,,,Computer Science ,,,,,Engineering ,,,,Mathematics ,,,,,,,,,,
29487,Structural Change and Economic Dynamics,0954349X,,Active,1990-2025,,ENG,,,Articles in Press,,Journal,,,,,,Elsevier B.V.,Elsevier,2002,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
17442,Structural Concrete,14644177,17517648,Active,2004-2025; 2001-2002,,ENG,,,Articles in Press,,Journal,,,,,,Wiley-Blackwell,John Wiley & Sons,2211; 2500; 2215; 2205,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,Materials Science ,,,,,,,,,,,
12246,Structural Control and Health Monitoring,15452255,15452263,Active,2004-2025,,ENG,,Unpaywall Open Access,,,Journal,,,,,,John Wiley and Sons Ltd,John Wiley & Sons,2211; 2215; 2205,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
17443,Structural Design of Tall and Special Buildings,15417794,15417808,Active,2003-2025,,ENG,,,Articles in Press,,Journal,Formerly known as,Structural Design of Tall Buildings,,,,John Wiley and Sons Ltd,John Wiley & Sons,2215; 2205; 2216,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
17444,Structural Engineer,14665123,,Active,1996-2025; 1969-1988,,ENG,,,,,Trade Journal,Formerly known as,"Structural Engineer, Part B: R&D Quarterly",,,,Institution of Structural Engineers,Institution of Structural Engineers,2215; 2216; 2205,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
22062,Structural Engineering and Mechanics,12254568,15986217,Active,1994-2025,,ENG,,,,,Journal,,,,,,Techno-Press,Techno Press,2210; 2211; 2215; 2205,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
17450,Structural Engineering International,10168664,16830350,Active,1996-2025,,ENG,,,Articles in Press,,Journal,,,,,,Taylor and Francis Ltd.,Taylor & Francis,2215; 2205,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
17448,Structural Engineering/Earthquake Engineering,02898063,,Inactive,1992-2012; 1989; 1987,,ENG,,,,,Journal,,,,,,Japan Society of Civil Engineers,Japan Society of Civil Engineers,1909; 1201; 2215; 2205,,Social Sciences,Physical Sciences,,,,Arts and Humanities ,,,,,,,Earth and Planetary Sciences ,,,Engineering ,,,,,,,,,,,,,,
15298,Structural Equation Modeling,10705511,15328007,Active,1994-2025,,ENG,,,Articles in Press,,Journal,,,,,,Psychology Press Ltd,Wolters Kluwer Health,2000; 3312; 2611; 1800,,Social Sciences,Physical Sciences,,,,,,,,,,Decision Sciences ,,"Economics, Econometrics and Finance ",,,,,,Mathematics ,,,,,,,Social Sciences ,,,
4700152204,Structural Health Monitoring,14759217,17413168,Active,2002-2025,,ENG,,,Articles in Press,,Journal,,,,,,SAGE Publications Ltd,SAGE,2210; 1304,Life Sciences,,Physical Sciences,,,,,"Biochemistry, Genetics and Molecular Biology ",,,,,,,,,Engineering ,,,,,,,,,,,,,,
21100983209,Structural Integrity,2522560X,25225618,Active,2018-2025,,ENG,,,,,Book Series,,,,,,Springer International Publishing,Springer Nature,2211; 2215; 2205,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
21100455546,Structural Integrity and Life,14513749,18207863,Active,2015-2025; 2010-2012,,ENG; SPA,,Unpaywall Open Access,,,Journal,,,,,,Society for Structural Integrity and Life (DIVK),Society for Structural Integrity and Life (DIVK),2506; 2213; 2211; 2205,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,Materials Science ,,,,,,,,,,,
21100826876,Structural Monitoring and Maintenance,22886605,22886613,Active,2014-2025,,ENG,,,,,Journal,,,,,,Techno-Press,Techno Press,2213; 2205,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
17470,Structural Safety,01674730,,Active,1984-2025; 1982,,ENG,,,Articles in Press,,Journal,,,,,,Elsevier B.V.,Elsevier,2205; 2215; 2213,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
144911,Structural Survey,0263080X,,Inactive,1983-2016,,ENG,,,,,Journal,Continued as,International Journal of Building Pathology and Adaptation,,,,Emerald Group Publishing Ltd.,Emerald Publishing,2215; 2205,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
10600153366,Structure and Infrastructure Engineering,15732479,17448980,Active,2007-2025,,ENG,,,Articles in Press,,Journal,,,,,,Taylor and Francis Ltd.,Taylor & Francis,2210; 2212; 1909; 2213; 2215; 2205,,,Physical Sciences,,,,,,,,,,,Earth and Planetary Sciences ,,,Engineering ,,,,,,,,,,,,,,
21100372467,Structures,,23520124,Active,2015-2025,,ENG,,,Articles in Press,,Journal,,,,,,Elsevier Ltd,Elsevier,2205; 2213; 2216; 2215,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
21100906909,Student Success,,22050795,Active,2019-2025,,ENG,,Unpaywall Open Access,,,Journal,,,,,,UniSQ Library,UniSQ Library,3304,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101185192,Studi AISV,,2612226X,Active,2019-2023,,ENG; ITA,,,,,Book Series,,,,,,Italian Association for Speech Sciences (AISV),Italian Association for Speech Sciences (AISV),3310,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100941038,Studi di Estetica,05854733,18258646,Active,2019-2024,,ENG,,,,,Journal,,,,,,Mimesis Edizioni,Mimesis Edizioni,1211,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
16000154795,Studi e Problemi di Critica Testuale,00492361,1826722X,Active,2020-2024; 2002-2018,,ENG; ITA,,,,,Journal,,,,,,Fabrizio Serra Editore Srl,Fabrizio Serra Editore srl,1208,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21100810656,Studi e Saggi Linguistici,00856827,22819142,Active,2016-2025,,ENG; ITA,,,,,Journal,,,,,,Edizioni ETS,Edizioni ETS,3310; 1203,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
27890,Studi Emigrazione,00392936,,Active,1977-2025,,ENG,,,,,Journal,,,,,,Centro Studi Emigrazione,Centro Studi Emigrazione,1201; 3317; 3305,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
24229,Studi Francesi,00392944,,Active,2002-2024; 1999; 1979; 1972; 1967,,ENG; FRE; ITA,,,,,Journal,,,,,,Rosenberg & Sellier,Rosenberg & Sellier,1208; 1202; 3316,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101224033,Studi Ispanici,0585492X,17241588,Active,2019-2025,,ENG; FRE; GER; ITA; SPA,,,,,Journal,,,,,,Fabrizio Serra Editore,Fabrizio Serra Editore srl,1208; 1203; 1201,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21101287867,Studi Lockiani,27244016,,Active,2021-2024,,ENG; FRE; GER; ITA,,,,,Journal,,,,,,Edizioni ETS,Edizioni ETS,1212; 1211; 1207; 1205,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
16100154797,Studi Medievali,03918467,,Active,2002-2024,,ENG; FRE; GER; ITA; SPA,,,,,Journal,,,,,,Fondazione Centro Italiano di Studi sull'Alto Medioevo (C I S A M),Fondazione Centro Italiano di Studi sull'Alto Medioevo (C I S A M),1202; 3316,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101121915,Studi Pasoliniani,1972473X,19733232,Active,2019-2024,,ENG; ITA,,,,,Journal,,,,,,Fabrizio Serra Editore Srl,Fabrizio Serra Editore srl,1208; 3310; 1203,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
16000154772,Studi Piemontesi,03927261,,Inactive,2022; 2002-2020,,ENG; ITA,,,,,Journal,,,,,,Centro Studi Piemontesi,Centro Studi Piemontesi,1202; 3316,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101088442,Studi Rinascimentali,17246164,18241948,Active,2019-2024,,ENG; ITA,,,,,Journal,,,,,,Fabrizio Serra Editore Srl,Fabrizio Serra Editore srl,1208; 3310; 1201; 1205,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100369402,Studi Slavistici,1824761X,18247601,Active,2013-2024,,ENG; GER; ITA; RUS,,Unpaywall Open Access,,,Journal,,,,,,Firenze University Press,Firenze University Press,3316; 1208; 3310; 1203,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
14716,Studi Storici,00393037,,Active,1999-2025; 1985; 1982; 1979-1980; 1976-1977; 1974; 1966,,ENG; ITA,,,,,Journal,,,,,,Carocci Editore,Carocci Editore,1202,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21101168040,Studi Veronesi,25319949,25320173,Active,2019-2024,,ENG; ITA,,,,,Book Series,,,,,,Documentation Center for the History of Valpolicella,Documentation Center for the History of Valpolicella,1202; 1201,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21101137850,Studia Academica Sumenensia,23675446,26035138,Active,2024; 2019-2022,,ENG; FRE; GER; RUS,,,,,Journal,,,,,,Elsevier Ltd,Elsevier,3302; 1202; 1204; 1205,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
5800155417,Studia Anglica Posnaniensia,00816272,,Active,2009-2023,,ENG,,Unpaywall Open Access,,,Journal,,,,,,De Gruyter Open Ltd.,Walter de Gruyter,1208; 3310; 1203,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100199845,Studia Antiqua et Archaeologica,12242284,,Active,2011-2024,,ENG; FRE; GER; ITA,,Unpaywall Open Access,,,Journal,,,,,,Editura Universitatii Al. I. Cuza Iasi,Editura Universitatii Al. I. Cuza Iasi,3302; 1204; 1205,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101185810,Studia Biblica Slovaca,13380141,26444879,Active,2023-2024,,CZE; ENG; SLO,,,,,Journal,,,,,,Comenius University in Bratislava,Comenius University in Bratislava,1201; 1212,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21100238660,Studia Canonica,22953019,22953027,Active,2009-2024,,ENG; FRE,,,,,Journal,,,,,,"Saint Paul University, Faculty of Canon Law","Saint Paul University, Faculty of Canon Law",1212,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
16200154761,Studia Celtica,00816353,,Active,2005-2024; 2003,,ENG,,,,,Journal,,,,,,University of Wales Press,University of Wales Press,1208; 3310; 3302; 1202; 3316; 1204,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101000286,Studia Ceranea,2084140X,24498378,Active,2011-2024,,ENG,,Unpaywall Open Access,,,Journal,,,,,,Lodz University Press,Lodz University Press,1212; 1202; 3316,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101151938,Studia Ecologiae et Bioethicae,17331218,2719826X,Active,2019-2025,,ENG; POL,,Unpaywall Open Access,,,Journal,,,,,,Scientific Publishing House of the Cardinal Stefan Wyszynski University,Scientific Publishing House of the Cardinal Stefan Wyszynski University,2719; 2300; 1211; 1201,,Social Sciences,Physical Sciences,Health Sciences,,,Arts and Humanities ,,,,,,,,,,,Environmental Science ,,,,Medicine ,,,,,,,,,
21101040215,Studia et Documenta,19704879,,Active,2019-2025,,ENG; ITA,,,,,Journal,,,,,,Istituto Storico San Josemaria Escriva,Istituto Storico San Josemaria Escriva,1212; 1202,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
5700160975,Studia Ethnologica Croatica,13303627,,Active,2015-2024,,ENG; SCR,,Unpaywall Open Access,,,Journal,,,,,,"Department of Ethnology and Cultural Anthropology Faculty of Humanities and Social Sciences, Univeristy of Zagreb","Department of Ethnology and Cultural Anthropology Faculty of Humanities and Social Sciences, Univeristy of Zagreb",3314; 3316,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101220436,Studia Fennica Folkloristica,12351946,,Inactive,2022,,ENG,,,,,Book Series,,,,,,Suomalaisen Kirjallisuuden Seura,Suomalaisen Kirjallisuuden Seura,1210; 1208; 3316; 1201,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101220430,Studia Fennica Historica,1458526X,,Active,2023-2024,,ENG,,,,,Book Series,,,,,,Suomalaisen Kirjallisuuden Seura,Suomalaisen Kirjallisuuden Seura,1202,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21101220431,Studia Fennica Linguistica,12351938,,Active,2023-2024,,ENG,,,,,Book Series,,,,,,Suomalaisen Kirjallisuuden Seura,Suomalaisen Kirjallisuuden Seura,1203,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21101220945,Studia Fennica Litteraria,14585278,,Active,2023-2024; 2021,,ENG,,,,,Book Series,,,,,,Suomalaisen Kirjallisuuden Seura,Suomalaisen Kirjallisuuden Seura,1208,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
14524,Studia Geotechnica et Mechanica,01376365,,Active,2016-2025; 1994; 1992; 1980-1986,,ENG,,Unpaywall Open Access,Articles in Press,,Journal,,,,,,Oficyna Wydawnicza Politechniki Wroclawskiej,Oficyna Wydawnicza Politechniki Wroclawskiej,1903; 2211; 1909; 2205,,,Physical Sciences,,,,,,,,,,,Earth and Planetary Sciences ,,,Engineering ,,,,,,,,,,,,,,
21100902322,Studia Gilsoniana,23000066,25770314,Active,2018-2025,,ENG,,,,,Journal,,,,,,International Etienne Gilson Society,International Etienne Gilson Society,1212; 1211,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21101193869,Studia Hegeliana,24440809,2792176X,Active,2019-2025,,ENG; ITA; POR,,Unpaywall Open Access,,,Journal,,,,,,Universidad de Malaga,Universidad de Malaga,1211,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21101269702,Studia Hercynia,12125865,23368144,Active,2020-2024,,ENG; FRE; GER; ITA,,,,,Journal,,,,,,"Charles University, Faculty of Arts","Charles University, Faculty of Arts",3302; 1204,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101225422,Studia Historiae Oeconomicae,00816485,23537515,Active,2023-2024,,ENG,,Unpaywall Open Access,,,Journal,,,,,,Uniwersytet im. Adama Mickiewicza w Poznaniu,Uniwersytet im. Adama Mickiewicza w Poznaniu,3320; 3301; 2002; 1202,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
21100913328,Studia Historiae Scientiarum,24513202,2543702X,Active,2016-2024,,ENG,,Unpaywall Open Access,,,Journal,,,,,,"Polish Academy of Arts and Sciences,Commission on the History of Science","Polish Academy of Arts and Sciences,Commission on the History of Science",1207; 1202,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21101285720,Studia Historica Brunensia,18037429,23364513,Active,2020-2024,,CZE; ENG; GER; SLO,,Unpaywall Open Access,,,Journal,,,,,,Masaryk University,Masaryk University,1202,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21100348975,Studia Historica Slovenica,15808122,,Active,2006-2024; 2002-2003,,ENG; GER; SLV,,,,,Journal,,,,,,Zgodovinsko Drustvo Dr. Franca Kovacica v Mariboru,Zgodovinsko Drustvo Dr. Franca Kovacica v Mariboru,1202; 3300,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100202956,"Studia Historica, Historia Medieval",02132060,,Active,2015-2025; 2011-2013,,ENG; SPA,,Unpaywall Open Access,,,Journal,,,,,,University of Salamanca,University of Salamanca,1202,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21101176792,Studia Historica: Historia Contemporanea,,24447080,Active,2019-2023,,ENG; FRE; SPA,,Unpaywall Open Access,,,Journal,,,,,,Ediciones Universidad de Salamanca,Ediciones Universidad de Salamanca,1202,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21101170612,Studia Imagologica,09274065,22114181,Active,2025; 2021-2023; 2018-2019; 2009-2014; 2006-2007; 2003; 2001; 1994-1996; 1992,,ENG,,,,,Book Series,,,,,,Brill Academic Publishers,Brill,3316; 1208; 1201,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100459562,Studia in Veteris Testamenti Pseudepigrapha,01698125,,Active,2023-2024; 2018; 2013-2014; 2009,,ENG,,,,,Book Series,,,,,,Brill Academic Publishers,Brill,1212,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
5800207709,Studia Iranica,02215004,,Active,2011-2023,,ENG; FRE,,,,,Book Series,,,,,,Peeters Publishers,Peeters Publishers,1202; 3316,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
14098,Studia Islamica,05855292,19585705,Active,2013-2025; 2001-2007; 1994; 1989; 1981; 1970-1971,,ENG; FRE,,,,,Journal,,,,,,Brill Academic Publishers,Brill,3308; 1208; 3310; 1212; 1202; 1203,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100407605,Studia Islamika,02150492,23556145,Active,2008-2025; 1999-2006; 1994-1997,,ARA; ENG,,,,,Journal,,,,,,Center for the Study of Islam and Society (PPIM) Syarif Hidayatullah State Islamic University (UIN) Jakarta,Center for the Study of Islam and Society (PPIM) Syarif Hidayatullah State Islamic University (UIN) Jakarta,1212,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21101207444,Studia Iuridica Cassoviensia,,13393995,Active,2023-2025,,CZE; ENG; SLO,,,,,Journal,,,,,,Pavol Jozef Safarik University in Kosice Faculty of Law,Pavol Jozef Safarik University in Kosice Faculty of Law,3308,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101037295,Studia Iuridica Lublinensia,17316375,24498289,Active,2019-2025,,ENG,,Unpaywall Open Access,,,Journal,,,,,,Wydawnictwo Uniwersytetu Marii Curie-Sklodowskiej w Lublinie,Wydawnictwo Uniwersytetu Marii Curie-Sklodowskiej w Lublinie,3308; 3321,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101215121,Studia Iuridica Toruniensia,16895258,23917873,Active,2020-2024,,ENG; POL; RUS,,,,,Journal,,,,,,Nicolaus Copernicus University,Nicolaus Copernicus University,3308,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100406811,Studia Judaeoslavica,18766153,,Active,2025; 2022-2023; 2020; 2016-2017; 2012-2014; 2009,,ENG,,,,,Book Series,,,,,,Brill Academic Publishers,Brill,1212; 1202; 3316,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100864539,Studia Judaica,15069729,24500100,Active,2017-2024,,ENG,,Unpaywall Open Access,,,Journal,,,,,,Polskie Towarzystwo Studiow Zydowskich,Polskie Towarzystwo Studiow Zydowskich,1212; 1202; 3316,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
27236,Studia Leibnitiana,00393185,2366228X,Active,2008-2024; 2003-2006; 1987; 1976; 1973-1974,,ENG; FRE; GER,,,,,Journal,,,,,,Franz Steiner Verlag GmbH,Franz Steiner Verlag,1207; 1211,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
24277,Studia Linguistica,00393193,,Active,1951-2025; 1947-1949,,ENG,,,Articles in Press,,Journal,,,,,,Wiley-Blackwell,John Wiley & Sons,1207; 3310; 1203,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
20600195014,Studia Linguistica Universitatis Iagellonicae Cracoviensis,18971059,,Active,2013-2025,,ENG,,Unpaywall Open Access,,,Journal,,,,,,Jagiellonian University Press,Jagiellonian University Press,3310; 1203,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101079133,Studia Litteraria et Historica,,22997571,Active,2019-2023,,ENG; POL,,Unpaywall Open Access,,,Journal,,,,,,"Polish Academy of Sciences, Institute of Slavic Studies","Polish Academy of Sciences, Institute of Slavic Studies",1208; 3314; 1202; 3316,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100904782,Studia Litterarum,25004247,25418564,Active,2016-2025,,ENG,,Unpaywall Open Access,,,Journal,,,,,,Russian Academy of Sciences-A.M. Gorky Institute of World Literature,Russian Academy of Sciences-A.M. Gorky Institute of World Literature,3316; 1208,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
16200154764,Studia Liturgica,00393207,25174797,Active,2002-2025,,ENG,,,,,Journal,,,,,,Societas Liturgica,Societas Liturgica,1212,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
144951,Studia Logica,00393215,15728730,Active,2004-2025; 1960-2002; 1955-1958; 1953,,ENG,,,Articles in Press,,Journal,,,,,,Springer Netherlands,Springer Nature,1207; 2609,,Social Sciences,Physical Sciences,,,,Arts and Humanities ,,,,,,,,,,,,,,Mathematics ,,,,,,,,,,
26945,Studia Mathematica,00393223,17306337,Active,1996-2024,,ENG,,,,,Journal,,,,,,Instytut Matematyczny,Instytut Matematyczny,2600,,,Physical Sciences,,,,,,,,,,,,,,,,,,Mathematics ,,,,,,,,,,
21100876478,Studia Metrica et Poetica,23466901,2346691X,Active,2018-2024,,ENG,,Unpaywall Open Access,,,Journal,,,,,,University of Tartu Press,University of Tartu Press,1208; 3310; 1203,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100446532,Studia Mythologica Slavica,14086271,1581128X,Active,2015-2024,,ENG,,Unpaywall Open Access,,,Journal,,,,,,Zalozba ZRC,Zalozba ZRC,3316; 3314,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100405116,Studia Neoaristotelica,12148407,18046843,Active,2015-2024,,ENG,,,,,Journal,,,,,,Philosophy Documentation Center,Philosophy Documentation Center,1211,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
